timestamp,longitude,latitude,minimum_bounding_longitude,maximum_bounding_longitude,minimum_bounding_latitude,maximum_bounding_latitude,worldview_url,snapshot_url,image_filename,image_path
2007-01-01T01:18:55Z,-127.51165,-78.73719,-127.61165,-127.41165000000001,-78.83718999999999,-78.63719,"https://worldview.earthdata.nasa.gov/?v=-127.61165,-78.83718999999999,-127.41165000000001,-78.63719&t=2007-01-01T01%3A18%3A55Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T01:18:55Z&BBOX=-78.83718999999999,-127.61165,-78.63719,-127.41165000000001&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 11 - (-78.737190, -127.511650, 2007-01-01T01-18-55Z).png","Images2\Anomaly 11 - (-78.737190, -127.511650, 2007-01-01T01-18-55Z).png"
2007-01-01T01:18:58Z,-128.28857,-78.59448,-128.38857,-128.18857,-78.69448,-78.49448000000001,"https://worldview.earthdata.nasa.gov/?v=-128.38857,-78.69448,-128.18857,-78.49448000000001&t=2007-01-01T01%3A18%3A58Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T01:18:58Z&BBOX=-78.69448,-128.38857,-78.49448000000001,-128.18857&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 12 - (-78.594480, -128.288570, 2007-01-01T01-18-58Z).png","Images2\Anomaly 12 - (-78.594480, -128.288570, 2007-01-01T01-18-58Z).png"
2007-01-01T01:52:07Z,171.47456,38.36602,171.37456,171.57456,38.26602,38.46602,"https://worldview.earthdata.nasa.gov/?v=171.37456,38.26602,171.57456,38.46602&t=2007-01-01T01%3A52%3A07Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T01:52:07Z&BBOX=38.26602,171.37456,38.46602,171.57456&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 13 - (38.366020, 171.474560, 2007-01-01T01-52-07Z).png","Images2\Anomaly 13 - (38.366020, 171.474560, 2007-01-01T01-52-07Z).png"
2007-01-01T02:52:37Z,-53.535213,-76.39347,-53.635213,-53.435213,-76.49346999999999,-76.29347,"https://worldview.earthdata.nasa.gov/?v=-53.635213,-76.49346999999999,-53.435213,-76.29347&t=2007-01-01T02%3A52%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T02:52:37Z&BBOX=-76.49346999999999,-53.635213,-76.29347,-53.435213&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 14 - (-76.393470, -53.535213, 2007-01-01T02-52-37Z).png","Images2\Anomaly 14 - (-76.393470, -53.535213, 2007-01-01T02-52-37Z).png"
2007-01-01T02:52:37Z,-53.582634,-76.40778,-53.682634,-53.482634,-76.50778,-76.30778000000001,"https://worldview.earthdata.nasa.gov/?v=-53.682634,-76.50778,-53.482634,-76.30778000000001&t=2007-01-01T02%3A52%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T02:52:37Z&BBOX=-76.50778,-53.682634,-76.30778000000001,-53.482634&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 15 - (-76.407780, -53.582634, 2007-01-01T02-52-37Z).png","Images2\Anomaly 15 - (-76.407780, -53.582634, 2007-01-01T02-52-37Z).png"
2007-01-01T02:52:37Z,-53.606384,-76.414955,-53.706384,-53.506384,-76.514955,-76.31495500000001,"https://worldview.earthdata.nasa.gov/?v=-53.706384,-76.514955,-53.506384,-76.31495500000001&t=2007-01-01T02%3A52%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T02:52:37Z&BBOX=-76.514955,-53.706384,-76.31495500000001,-53.506384&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 16 - (-76.414955, -53.606384, 2007-01-01T02-52-37Z).png","Images2\Anomaly 16 - (-76.414955, -53.606384, 2007-01-01T02-52-37Z).png"
2007-01-01T04:38:32Z,165.22423,-73.403,165.12423,165.32423,-73.503,-73.30300000000001,"https://worldview.earthdata.nasa.gov/?v=165.12423,-73.503,165.32423,-73.30300000000001&t=2007-01-01T04%3A38%3A32Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T04:38:32Z&BBOX=-73.503,165.12423,-73.30300000000001,165.32423&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 17 - (-73.403000, 165.224230, 2007-01-01T04-38-32Z).png","Images2\Anomaly 17 - (-73.403000, 165.224230, 2007-01-01T04-38-32Z).png"
2007-01-01T05:15:04Z,114.60056000000002,56.774124,114.50056000000002,114.70056000000001,56.674124,56.874124,"https://worldview.earthdata.nasa.gov/?v=114.50056000000002,56.674124,114.70056000000001,56.874124&t=2007-01-01T05%3A15%3A04Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T05:15:04Z&BBOX=56.674124,114.50056000000002,56.874124,114.70056000000001&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 18 - (56.774124, 114.600560, 2007-01-01T05-15-04Z).png","Images2\Anomaly 18 - (56.774124, 114.600560, 2007-01-01T05-15-04Z).png"
2007-01-01T05:15:04Z,114.5957,56.78280600000001,114.4957,114.69569999999999,56.68280600000001,56.88280600000001,"https://worldview.earthdata.nasa.gov/?v=114.4957,56.68280600000001,114.69569999999999,56.88280600000001&t=2007-01-01T05%3A15%3A04Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T05:15:04Z&BBOX=56.68280600000001,114.4957,56.88280600000001,114.69569999999999&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 19 - (56.782806, 114.595700, 2007-01-01T05-15-04Z).png","Images2\Anomaly 19 - (56.782806, 114.595700, 2007-01-01T05-15-04Z).png"
2007-01-01T05:15:04Z,114.59084,56.79149,114.49084,114.69084,56.69149,56.891490000000005,"https://worldview.earthdata.nasa.gov/?v=114.49084,56.69149,114.69084,56.891490000000005&t=2007-01-01T05%3A15%3A04Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T05:15:04Z&BBOX=56.69149,114.49084,56.891490000000005,114.69084&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 20 - (56.791490, 114.590840, 2007-01-01T05-15-04Z).png","Images2\Anomaly 20 - (56.791490, 114.590840, 2007-01-01T05-15-04Z).png"
2007-01-01T05:15:17Z,114.15206,57.55807,114.05206000000001,114.25206,57.45807,57.65807,"https://worldview.earthdata.nasa.gov/?v=114.05206000000001,57.45807,114.25206,57.65807&t=2007-01-01T05%3A15%3A17Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T05:15:17Z&BBOX=57.45807,114.05206000000001,57.65807,114.25206&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 21 - (57.558070, 114.152060, 2007-01-01T05-15-17Z).png","Images2\Anomaly 21 - (57.558070, 114.152060, 2007-01-01T05-15-17Z).png"
2007-01-01T06:11:16Z,-113.24374,-78.79108000000002,-113.34374,-113.14374000000001,-78.89108000000002,-78.69108000000003,"https://worldview.earthdata.nasa.gov/?v=-113.34374,-78.89108000000002,-113.14374000000001,-78.69108000000003&t=2007-01-01T06%3A11%3A16Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T06:11:16Z&BBOX=-78.89108000000002,-113.34374,-78.69108000000003,-113.14374000000001&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 22 - (-78.791080, -113.243740, 2007-01-01T06-11-16Z).png","Images2\Anomaly 22 - (-78.791080, -113.243740, 2007-01-01T06-11-16Z).png"
2007-01-01T06:11:16Z,-113.27788,-78.79711,-113.37787999999999,-113.17788,-78.89711,-78.69711000000001,"https://worldview.earthdata.nasa.gov/?v=-113.37787999999999,-78.89711,-113.17788,-78.69711000000001&t=2007-01-01T06%3A11%3A16Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T06:11:16Z&BBOX=-78.89711,-113.37787999999999,-78.69711000000001,-113.17788&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 23 - (-78.797110, -113.277880, 2007-01-01T06-11-16Z).png","Images2\Anomaly 23 - (-78.797110, -113.277880, 2007-01-01T06-11-16Z).png"
2007-01-01T06:11:30Z,-116.59111,-79.34071999999998,-116.69111,-116.49111,-79.44071999999997,-79.24071999999998,"https://worldview.earthdata.nasa.gov/?v=-116.69111,-79.44071999999997,-116.49111,-79.24071999999998&t=2007-01-01T06%3A11%3A30Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T06:11:30Z&BBOX=-79.44071999999997,-116.69111,-79.24071999999998,-116.49111&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 24 - (-79.340720, -116.591110, 2007-01-01T06-11-30Z).png","Images2\Anomaly 24 - (-79.340720, -116.591110, 2007-01-01T06-11-30Z).png"
2007-01-01T07:50:38Z,-145.37395,-79.90194,-145.47395,-145.27395,-80.00193999999999,-79.80194,"https://worldview.earthdata.nasa.gov/?v=-145.47395,-80.00193999999999,-145.27395,-79.80194&t=2007-01-01T07%3A50%3A38Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:50:38Z&BBOX=-80.00193999999999,-145.47395,-79.80194,-145.27395&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 25 - (-79.901940, -145.373950, 2007-01-01T07-50-38Z).png","Images2\Anomaly 25 - (-79.901940, -145.373950, 2007-01-01T07-50-38Z).png"
2007-01-01T07:50:39Z,-145.41597,-79.90713000000002,-145.51596999999998,-145.31597,-80.00713000000002,-79.80713000000003,"https://worldview.earthdata.nasa.gov/?v=-145.51596999999998,-80.00713000000002,-145.31597,-79.80713000000003&t=2007-01-01T07%3A50%3A39Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:50:39Z&BBOX=-80.00713000000002,-145.51596999999998,-79.80713000000003,-145.31597&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 26 - (-79.907130, -145.415970, 2007-01-01T07-50-39Z).png","Images2\Anomaly 26 - (-79.907130, -145.415970, 2007-01-01T07-50-39Z).png"
2007-01-01T07:50:39Z,-145.45803999999995,-79.912315,-145.55803999999995,-145.35803999999996,-80.012315,-79.81231500000001,"https://worldview.earthdata.nasa.gov/?v=-145.55803999999995,-80.012315,-145.35803999999996,-79.81231500000001&t=2007-01-01T07%3A50%3A39Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:50:39Z&BBOX=-80.012315,-145.55803999999995,-79.81231500000001,-145.35803999999996&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 27 - (-79.912315, -145.458040, 2007-01-01T07-50-39Z).png","Images2\Anomaly 27 - (-79.912315, -145.458040, 2007-01-01T07-50-39Z).png"
2007-01-01T07:50:39Z,-145.62657,-79.93314000000002,-145.72656999999998,-145.52657,-80.03314000000002,-79.83314000000003,"https://worldview.earthdata.nasa.gov/?v=-145.72656999999998,-80.03314000000002,-145.52657,-79.83314000000003&t=2007-01-01T07%3A50%3A39Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:50:39Z&BBOX=-80.03314000000002,-145.72656999999998,-79.83314000000003,-145.52657&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 28 - (-79.933140, -145.626570, 2007-01-01T07-50-39Z).png","Images2\Anomaly 28 - (-79.933140, -145.626570, 2007-01-01T07-50-39Z).png"
2007-01-01T07:53:21Z,152.40594,-80.974304,152.30594,152.50593999999998,-81.074304,-80.87430400000001,"https://worldview.earthdata.nasa.gov/?v=152.30594,-81.074304,152.50593999999998,-80.87430400000001&t=2007-01-01T07%3A53%3A21Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:53:21Z&BBOX=-81.074304,152.30594,-80.87430400000001,152.50593999999998&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 29 - (-80.974304, 152.405940, 2007-01-01T07-53-21Z).png","Images2\Anomaly 29 - (-80.974304, 152.405940, 2007-01-01T07-53-21Z).png"
2007-01-01T07:53:21Z,152.3537,-80.97049,152.2537,152.4537,-81.07048999999999,-80.87049,"https://worldview.earthdata.nasa.gov/?v=152.2537,-81.07048999999999,152.4537,-80.87049&t=2007-01-01T07%3A53%3A21Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:53:21Z&BBOX=-81.07048999999999,152.2537,-80.87049,152.4537&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 30 - (-80.970490, 152.353700, 2007-01-01T07-53-21Z).png","Images2\Anomaly 30 - (-80.970490, 152.353700, 2007-01-01T07-53-21Z).png"
2007-01-01T07:57:03Z,111.47203,-71.0303,111.37203000000001,111.57203,-71.13029999999999,-70.9303,"https://worldview.earthdata.nasa.gov/?v=111.37203000000001,-71.13029999999999,111.57203,-70.9303&t=2007-01-01T07%3A57%3A03Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:57:03Z&BBOX=-71.13029999999999,111.37203000000001,-70.9303,111.57203&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 31 - (-71.030300, 111.472030, 2007-01-01T07-57-03Z).png","Images2\Anomaly 31 - (-71.030300, 111.472030, 2007-01-01T07-57-03Z).png"
2007-01-01T07:57:26Z,109.61928,-69.77266,109.51928000000001,109.71928,-69.87266,-69.67266000000001,"https://worldview.earthdata.nasa.gov/?v=109.51928000000001,-69.87266,109.71928,-69.67266000000001&t=2007-01-01T07%3A57%3A26Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T07:57:26Z&BBOX=-69.87266,109.51928000000001,-69.67266000000001,109.71928&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 32 - (-69.772660, 109.619280, 2007-01-01T07-57-26Z).png","Images2\Anomaly 32 - (-69.772660, 109.619280, 2007-01-01T07-57-26Z).png"
